City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,chimoio,-19.1164,33.4833,67.86,94,75,2.77,MZ,1706320584
363,tromso,69.6496,18.957,23.02,93,100,19.57,NO,1706320380
364,port moresby,-9.4431,147.1797,90.82,55,20,11.5,PG,1706320584
365,bikenibeu village,1.3673,173.1241,82.36,72,75,8.05,KI,1706320584
366,dali,25.7,100.1833,43.57,82,76,3.69,CN,1706320584
367,mitu,1.1983,-70.1733,78.3,72,84,1.9,CO,1706320584
368,felipe carrillo puerto,19.5833,-88.05,72.64,98,1,2.46,MX,1706320584
369,guatrache,-37.6678,-63.5302,79.88,27,6,16.75,AR,1706320585
370,zyryanovsk,49.7386,84.2719,-5.49,93,100,2.53,KZ,1706320585
371,salinas,36.6777,-121.6555,61.0,78,100,1.99,US,1706320585
372,bandarbeyla,9.4942,50.8122,76.53,89,37,5.82,SO,1706320585
373,hammerfest,70.6634,23.6821,19.85,68,100,18.41,NO,1706320585
374,vernon,50.2581,-119.2691,38.01,82,100,3.44,CA,1706320585
375,esmeraldas,-19.7625,-44.3139,71.74,88,100,3.15,BR,1706320586
376,sandnessjoen,66.0217,12.6316,34.32,76,40,24.49,NO,1706320586
377,neiafu,-18.65,-173.9833,86.68,79,75,16.11,TO,1706320586
378,nazarabad,35.9521,50.6075,38.21,80,100,8.86,IR,1706320586
379,new norfolk,-42.7826,147.0587,69.3,71,68,11.61,AU,1706320586
380,okhotsk,59.3833,143.3,-8.19,77,34,11.12,RU,1706320586
381,petauke,-14.2426,31.3253,62.78,85,63,4.03,ZM,1706320587
382,decorah,43.3033,-91.7857,36.52,100,100,4.61,US,1706320587
383,nikolayevsk-on-amure,53.1406,140.73,11.64,63,100,3.11,RU,1706320587
384,davos,46.8043,9.8372,30.11,97,99,4.25,CH,1706320587
385,puerto madryn,-42.7692,-65.0385,85.98,33,34,17.63,AR,1706320587
386,saint-philippe,-21.3585,55.7679,76.59,88,68,9.08,RE,1706320587
387,akureyri,65.6835,-18.0878,30.13,69,100,10.36,IS,1706320588
388,kuala belait,4.5833,114.1833,82.56,74,97,8.63,BN,1706320588
389,ceeldheer,3.8488,47.1806,78.04,82,30,4.92,SO,1706320588
390,sigli,5.3848,95.9609,80.85,82,66,5.61,ID,1706320588
391,timbuktu,16.7735,-3.0074,61.12,23,22,11.7,ML,1706320588
392,mili,6.0815,171.735,81.66,79,100,14.16,MH,1706320588
393,moires,35.0532,24.8744,56.16,66,1,7.43,GR,1706320588
394,northam,51.0333,-4.2167,40.24,87,100,9.53,GB,1706320589
395,nchelenge,-9.3451,28.734,69.51,89,96,2.06,ZM,1706320589
396,kuala terengganu,5.3302,103.1408,82.35,78,20,5.99,MY,1706320589
397,hanceville,34.0607,-86.7675,61.56,88,100,2.84,US,1706320589
398,kutum,14.2,24.6667,50.63,36,95,8.99,SD,1706320302
399,ghat,24.9647,10.1728,52.02,39,72,5.17,LY,1706320589
400,antsohihy,-14.8796,47.9875,72.36,94,5,0.96,MG,1706320589
401,pasuquin,18.3328,120.6177,76.95,61,75,5.75,PH,1706320590
402,bongor,10.2806,15.3722,66.6,23,49,9.35,TD,1706320590
403,aginskoye,51.1,114.53,3.72,80,28,3.69,RU,1706320590
404,inarajan village,13.2736,144.7484,83.37,82,13,14.61,GU,1706320590
405,kralendijk,12.15,-68.2667,80.58,78,20,13.8,BQ,1706320590
406,canarana,-11.6847,-41.7689,70.05,99,100,3.91,BR,1706320590
407,galliano,29.4422,-90.2992,66.2,88,40,8.05,US,1706320591
408,tabuk,17.4189,121.4443,72.21,66,64,1.72,PH,1706320591
409,pisco,-13.7,-76.2167,75.25,83,0,17.27,PE,1706320591
410,humahuaca,-23.2054,-65.3505,55.38,69,94,5.17,AR,1706320591
411,punta del este,-34.9667,-54.95,71.71,85,0,11.5,UY,1706320591
412,sao gabriel da cachoeira,-0.1303,-67.0892,75.54,92,91,1.57,BR,1706320591
413,contamana,-7.3333,-75.0167,80.17,72,95,3.11,PE,1706320591
414,nuku'alofa,-21.1333,-175.2,84.54,89,40,9.22,TO,1706320591
415,xinyuan,37.3,99.0,6.57,13,0,3.38,CN,1706320592
416,tabou,4.423,-7.3528,80.15,83,9,5.32,CI,1706320592
417,vila velha,-20.3297,-40.2925,76.95,93,100,5.01,BR,1706320592
418,tobelo,1.7284,128.0095,81.95,76,80,10.96,ID,1706320592
419,ujae,8.9322,165.7642,79.07,62,99,9.73,MH,1706320592
420,howard springs,-12.497,131.047,85.91,81,100,12.53,AU,1706320592
421,mogocha,53.7333,119.7667,1.44,85,100,1.77,RU,1706320593
422,sisimiut,66.9395,-53.6735,-8.34,95,100,8.97,GL,1706320593
423,sason,38.3364,41.413,37.8,99,100,4.45,TR,1706320593
424,illizi,26.4833,8.4667,44.4,37,0,4.88,DZ,1706320593
425,tan-tan,28.438,-11.1032,62.58,28,0,5.21,MA,1706320593
426,trairi,-3.2778,-39.2689,79.65,84,58,7.7,BR,1706320593
427,kaniv,49.7518,31.46,30.9,95,98,7.58,UA,1706320594
428,stolin,51.8912,26.846,23.27,97,98,2.35,BY,1706320594
429,antsiranana,-12.2787,49.2917,75.18,89,16,2.75,MG,1706320594
430,kourou,5.1552,-52.6478,80.65,79,10,8.23,GF,1706320594
431,alghero,40.5589,8.3181,42.89,100,11,2.3,IT,1706320594
432,shimoda,34.6667,138.95,48.56,78,100,3.89,JP,1706320594
433,leirvik,59.7798,5.5005,45.63,89,100,12.1,NO,1706320595
434,krapivinskiy,54.9992,86.8133,-6.41,99,54,3.36,RU,1706320595
435,careiro da varzea,-3.2003,-59.8119,79.43,96,100,4.63,BR,1706320595
436,aleksandrovsk,59.158,57.5624,6.66,96,100,3.29,RU,1706320595
437,robertsport,6.7533,-11.3686,81.45,84,4,4.76,LR,1706320595
438,barcelos,41.5388,-8.6151,57.69,67,100,5.01,PT,1706320595
439,makar'yev,57.8797,43.8069,10.9,97,100,2.8,RU,1706320596
440,howrah,22.5892,88.3103,57.2,77,40,3.44,IN,1706320596
441,labrador city,52.9463,-66.9114,4.91,85,75,3.44,CA,1706320596
442,veseloyarsk,51.2836,81.1056,16.7,90,100,11.27,RU,1706320596
443,lakatoro,-16.0999,167.4164,83.77,68,100,12.75,VU,1706320596
444,justo daract,-33.8594,-65.1828,75.74,37,0,22.41,AR,1706320596
445,ironwood,46.4547,-90.171,32.81,100,100,0.0,US,1706320596
446,zambezi,-13.5432,23.1047,64.15,76,94,2.26,ZM,1706320597
447,smithers,54.7804,-127.1743,39.52,81,100,6.91,CA,1706320597
448,lincoln city,44.9582,-124.0179,57.85,97,100,15.99,US,1706320597
449,sabang,5.8933,95.3214,81.52,80,93,18.41,ID,1706320597
450,guayaramerin,-10.8368,-65.3614,73.38,99,99,2.21,BO,1706320597
451,kapuskasing,49.4169,-82.4331,28.49,86,100,2.3,CA,1706320597
452,belyy yar,53.6039,91.3903,-20.31,76,90,0.0,RU,1706320597
453,sinop,41.7711,34.8709,32.4,94,100,5.14,TR,1706320598
454,ceres,37.5949,-120.9577,60.75,74,0,0.0,US,1706320598
455,guarapari,-20.6667,-40.4975,76.89,91,100,6.49,BR,1706320598
456,pyetrykaw,52.1289,28.4921,21.9,99,97,3.0,BY,1706320598
457,taksimo,56.3444,114.8794,2.53,93,96,2.55,RU,1706320598
458,mazyr,52.0495,29.2456,25.36,97,96,4.43,BY,1706320598
459,san mariano,7.5,126.0,77.0,74,100,8.52,PH,1706320599
460,brazzaville,-4.2658,15.2832,74.44,92,44,0.54,CG,1706320599
461,portland,45.5234,-122.6762,50.29,94,100,19.57,US,1706320318
462,asmara,15.3333,38.9333,51.87,71,98,1.74,ER,1706320599
463,rouissat,31.9243,5.3502,48.27,53,0,3.44,DZ,1706320599
464,luanda,-8.8368,13.2343,80.6,85,97,3.44,AO,1706320599
465,gizo,-8.103,156.8419,85.66,65,99,5.66,SB,1706320600
466,bereznik,62.8551,42.7072,9.32,98,96,1.79,RU,1706320600
467,arkalyk,50.2486,66.9114,-2.79,100,100,10.67,KZ,1706320600
468,bunia,1.5667,30.25,66.79,47,40,2.93,CD,1706320600
469,hermanus,-34.4187,19.2345,64.8,90,8,7.09,ZA,1706320600
470,palikir - national government center,6.9248,158.1611,90.34,62,75,8.05,FM,1706320600
471,okha,53.5739,142.9478,9.41,87,100,9.35,RU,1706320600
472,luba,3.4568,8.5547,80.42,81,10,2.68,GQ,1706320600
473,pout,14.7739,-17.0603,79.56,17,4,11.5,SN,1706320601
474,juan griego,11.0817,-63.9655,75.63,89,5,9.4,VE,1706320601
475,carauari,-4.8828,-66.8958,74.12,99,100,2.04,BR,1706320601
476,basoko,1.2391,23.616,76.08,62,52,0.13,CD,1706320601
477,angaur state,6.906,134.13,76.89,95,100,26.98,PW,1706320601
478,calvinia,-31.4707,19.776,70.36,53,11,3.65,ZA,1706320601
479,batang,-6.4846,110.7083,83.75,75,88,10.38,ID,1706320602
480,kiruna,67.8557,20.2251,14.92,92,100,9.22,SE,1706320602
481,san patricio,28.017,-97.5169,64.49,92,100,5.97,US,1706320602
482,princeton,25.5384,-80.4089,75.99,89,40,8.05,US,1706320361
483,acarau,-2.8856,-40.12,80.8,81,91,11.54,BR,1706320602
484,gwalior,26.2236,78.1792,50.95,55,4,1.81,IN,1706320602
485,laguna,38.421,-121.4238,57.61,80,0,4.61,US,1706320602
486,murun-kuren,49.6342,100.1625,-10.37,85,28,2.95,MN,1706320603
487,auki,-8.7676,160.7034,86.47,61,100,4.23,SB,1706320603
488,cam ranh,11.9214,109.1591,76.96,69,75,14.97,VN,1706320603
489,kerikeri,-35.2268,173.9474,73.42,58,100,7.16,NZ,1706320603
490,bel ombre,-4.6167,55.4167,82.15,73,7,3.53,SC,1706320603
491,hadibu,12.65,54.0333,75.54,79,8,7.31,YE,1706320603
492,berezovyy,51.6667,135.7,11.91,74,18,0.96,RU,1706320603
493,madang,-5.2246,145.7966,84.58,74,53,3.11,PG,1706320603
494,bathsheba,13.2167,-59.5167,77.61,88,40,17.27,BB,1706320604
495,gibara,21.1097,-76.1317,77.04,78,0,17.45,CU,1706320604
496,kencong,-8.2833,113.3667,80.22,84,96,0.18,ID,1706320604
497,tshikapa,-6.4167,20.8,69.93,88,100,1.23,CD,1706320604
498,sitka,57.0531,-135.33,48.09,71,100,18.41,US,1706320604
499,malango,-2.9627,119.9001,80.42,63,100,2.42,ID,1706320604
500,pandan,14.0453,124.1694,79.05,61,77,16.08,PH,1706320604
501,taroa,8.7058,171.2275,79.29,75,95,12.91,MH,1706320604
502,al kharijah,25.4514,30.5464,50.16,61,4,5.77,EG,1706320604
503,lebu,-37.6167,-73.65,58.75,93,5,8.77,CL,1706320605
504,puerto cabezas,14.0351,-83.3888,77.23,90,26,8.93,NI,1706320605
505,bermeo,43.4209,-2.7215,52.23,85,99,6.31,ES,1706320605
506,gamba,-2.65,10.0,78.93,89,86,4.03,GA,1706320605
507,kimbe,-5.5502,150.1429,85.93,71,100,3.91,PG,1706320605
508,yerofey pavlovich,53.9667,121.9667,2.34,80,97,0.13,RU,1706320606
509,brownwood,31.7093,-98.9912,51.12,97,100,11.5,US,1706320606
510,barpali,21.2,83.5833,57.79,51,76,4.03,IN,1706320606
511,minot air force base,48.4209,-101.3391,32.18,74,100,12.66,US,1706320606
512,khovd,48.0056,91.6419,-8.82,84,6,0.34,MN,1706320606
513,waspan,14.7419,-83.9717,73.33,96,6,2.46,NI,1706320606
514,erwin,36.1451,-82.4168,56.71,93,100,1.48,US,1706320606
515,orsa,54.5153,30.4053,25.57,97,100,3.91,BY,1706320607
516,east grand forks,47.93,-97.0245,25.02,94,75,10.36,US,1706320607
517,lorengau,-2.0226,147.2712,84.27,76,98,5.84,PG,1706320607
518,xam nua,20.4197,104.0439,54.72,95,98,2.8,LA,1706320607
519,dakhla,23.6848,-15.958,68.45,38,71,14.65,EH,1706320607
520,maloye ganyushkino,46.6,49.2667,27.45,82,100,7.56,KZ,1706320607
521,codrington,-38.2667,141.9667,69.46,48,78,19.66,AU,1706320607
522,whangarei,-35.7317,174.3239,74.86,54,100,4.07,NZ,1706320608
523,ta`u,-14.2336,-169.5144,83.75,79,100,12.88,AS,1706320608
524,george town,5.4112,100.3354,84.13,76,20,9.22,MY,1706320608
525,savalou,7.9281,1.9756,78.39,22,69,7.27,BJ,1706320608
526,saint-pierre,-21.3393,55.4781,76.68,94,75,16.11,RE,1706320608
527,maintirano,-18.0667,44.0167,78.3,78,27,4.63,MG,1706320608
528,pihuamo,19.2499,-103.3828,68.88,50,0,2.19,MX,1706320608
529,whitby,54.4877,-0.615,44.31,85,13,5.01,GB,1706320609
530,ruelle-sur-touvre,45.6833,0.2333,49.48,92,100,0.0,FR,1706320609
531,shahpur,16.7,76.8333,69.31,71,100,5.1,IN,1706320609
532,alice springs,-23.7,133.8833,85.55,23,100,11.5,AU,1706320609
533,cannonvale,-20.2833,148.7,85.39,76,100,14.18,AU,1706320609
534,quang ngai,15.1167,108.8,72.61,83,100,5.99,VN,1706320609
535,barentu,15.1139,37.5928,62.2,35,96,4.14,ER,1706320609
536,fort mcmurray,56.7268,-111.381,24.39,93,100,9.22,CA,1706320525
537,beau vallon,-20.4189,57.6953,79.03,94,40,6.91,MU,1706320610
538,colonia,50.9333,6.95,39.85,81,0,1.14,DE,1706320610
539,mandalgarh,25.2,75.1,54.25,44,79,3.56,IN,1706320610
540,ierapetra,35.01,25.7353,57.15,51,4,13.0,GR,1706320610
541,farasan,16.7022,42.1183,79.3,76,80,13.33,SA,1706320610
542,ha'il,27.5219,41.6907,44.62,70,0,6.91,SA,1706320610
543,acapulco de juarez,16.8634,-99.8901,77.61,80,0,6.29,MX,1706320392
544,robbah,33.2797,6.9098,51.44,38,0,7.63,DZ,1706320611
545,chany,55.3121,76.7647,0.54,96,38,7.74,RU,1706320611
546,nadi,-17.8,177.4167,89.6,51,40,6.91,FJ,1706320611
547,sittwe,20.15,92.9,65.12,70,17,6.8,MM,1706320611
548,ban chang,12.7254,101.0553,81.48,73,75,3.44,TH,1706320611
549,kalmunai,7.4167,81.8167,76.03,82,47,8.3,LK,1706320611
550,tommot,58.9564,126.2925,-7.31,95,98,8.05,RU,1706320612
551,qui nhon,13.7667,109.2333,74.26,81,31,15.1,VN,1706320612
552,zaio,34.9428,-2.7329,53.58,55,1,0.6,MA,1706320612
553,gewane,10.1664,40.6453,76.53,58,66,9.82,ET,1706320612
554,kilju,40.9642,129.3278,30.02,62,13,1.83,KP,1706320612
555,thaton,16.9206,97.3714,76.14,59,6,4.47,MM,1706320612
556,carnarvon,-24.8667,113.6333,86.72,41,0,9.55,AU,1706320613
557,yeppoon,-23.1333,150.7333,89.38,73,85,13.44,AU,1706320613
558,palmer,42.1584,-72.3287,38.75,86,100,3.44,US,1706320613
559,smidovich,48.6,133.8167,-5.75,95,66,1.77,RU,1706320613
560,namtsy,62.7161,129.6658,-13.67,94,100,6.71,RU,1706320613
561,clodomira,-27.5744,-64.1311,78.21,27,0,11.01,AR,1706320613
562,khabez,44.0434,41.772,29.07,90,100,3.31,RU,1706320613
563,sernancelhe,40.921,-7.5123,41.31,81,100,4.27,PT,1706320613
564,altay,47.8667,88.1167,6.84,51,22,6.4,CN,1706320614
565,ca mau,9.1769,105.15,82.96,52,11,16.08,VN,1706320614
566,porto franco,-6.3383,-47.3992,73.92,97,100,3.33,BR,1706320614
567,biograd na moru,43.9433,15.4519,45.75,83,100,4.7,HR,1706320614
568,aripuana,-9.1667,-60.6333,73.27,100,100,2.91,BR,1706320614
569,springbok,-29.6643,17.8865,70.63,50,43,2.55,ZA,1706320614
570,durban,-29.8579,31.0292,68.92,87,0,10.42,ZA,1706320614
571,mednogorsk,51.4128,57.595,3.65,85,100,2.26,RU,1706320614
572,taslicay,39.6336,43.375,21.87,92,97,5.32,TR,1706320615
573,lazaro cardenas,17.9583,-102.2,74.97,81,0,3.65,MX,1706320501
574,ammon,43.4696,-111.9666,32.05,80,40,4.61,US,1706320615
575,le puy-en-velay,45.0437,3.8852,47.26,99,100,2.82,FR,1706320615
576,ibi,38.6253,-0.5723,53.74,56,86,0.83,ES,1706320615
577,ariquemes,-9.9133,-63.0408,73.69,99,100,1.52,BR,1706320615
578,claveria,18.6074,121.0832,74.86,66,88,13.65,PH,1706320615
579,yuza,39.0,139.9167,41.05,78,100,12.26,JP,1706320616
580,yuzhno-kurilsk,44.0306,145.8556,28.38,85,89,23.8,RU,1706320616
581,altai,46.3722,96.2583,1.98,35,0,2.35,MN,1706320616
582,hobyo,5.3505,48.5268,80.13,82,96,9.86,SO,1706320616
583,richards bay,-28.783,32.0377,71.73,85,3,10.85,ZA,1706320616
584,rio gallegos,-51.6226,-69.2181,60.85,44,0,31.07,AR,1706320616
585,vanimo,-2.6741,141.3028,83.57,73,100,2.89,PG,1706320616
586,hengyang,26.8881,112.615,38.21,96,100,1.59,CN,1706320616
587,lagoa,39.05,-27.9833,61.32,86,100,18.01,PT,1706320617
588,kletnya,53.3897,33.2171,24.1,97,99,3.78,RU,1706320617
589,wajir,1.7471,40.0573,78.8,67,58,12.55,KE,1706320617
590,nantucket,41.2835,-70.0995,42.94,100,100,8.05,US,1706320617
591,arris,35.2588,6.3471,52.79,33,9,5.84,DZ,1706320617
